,image,mask
8088,images3\05623.png,labels3\05623.png
16042,images6\13577.png,labels6\13577.png
9903,images3\07438.png,labels3\07438.png
28,images1\00029.png,labels1\00029.png
9197,images3\06732.png,labels3\06732.png
20409,images8\17944.png,labels8\17944.png
811,images1\00812.png,labels1\00812.png
18242,images7\15777.png,labels7\15777.png
16372,images6\13907.png,labels6\13907.png
1300,images1\01301.png,labels1\01301.png
8115,images3\05650.png,labels3\05650.png
8338,images3\05873.png,labels3\05873.png
7986,images3\05521.png,labels3\05521.png
17950,images7\15485.png,labels7\15485.png
7709,images3\05244.png,labels3\05244.png
10972,images4\08507.png,labels4\08507.png
18006,images7\15541.png,labels7\15541.png
9189,images3\06724.png,labels3\06724.png
20030,images8\17565.png,labels8\17565.png
8217,images3\05752.png,labels3\05752.png
24674,images9\22209.png,labels9\22209.png
9649,images3\07184.png,labels3\07184.png
19639,images7\17174.png,labels7\17174.png
8458,images3\05993.png,labels3\05993.png
8375,images3\05910.png,labels3\05910.png
4178,images10\24179.png,labels10\24179.png
22170,images8\19705.png,labels8\19705.png
8192,images3\05727.png,labels3\05727.png
8231,images3\05766.png,labels3\05766.png
6586,images2\04121.png,labels2\04121.png
10913,images4\08448.png,labels4\08448.png
15011,images6\12546.png,labels6\12546.png
15691,images6\13226.png,labels6\13226.png
8148,images3\05683.png,labels3\05683.png
18758,images7\16293.png,labels7\16293.png
12658,images5\10193.png,labels5\10193.png
5282,images2\02817.png,labels2\02817.png
23749,images9\21284.png,labels9\21284.png
1247,images1\01248.png,labels1\01248.png
12372,images4\09907.png,labels4\09907.png
785,images1\00786.png,labels1\00786.png
20548,images8\18083.png,labels8\18083.png
14928,images5\12463.png,labels5\12463.png
24891,images9\22426.png,labels9\22426.png
3230,images10\23231.png,labels10\23231.png
4476,images10\24477.png,labels10\24477.png
20628,images8\18163.png,labels8\18163.png
4305,images10\24306.png,labels10\24306.png
20787,images8\18322.png,labels8\18322.png
23641,images9\21176.png,labels9\21176.png
2237,images1\02238.png,labels1\02238.png
12261,images4\09796.png,labels4\09796.png
9821,images3\07356.png,labels3\07356.png
1789,images1\01790.png,labels1\01790.png
18815,images7\16350.png,labels7\16350.png
6943,images2\04478.png,labels2\04478.png
20307,images8\17842.png,labels8\17842.png
18116,images7\15651.png,labels7\15651.png
16851,images6\14386.png,labels6\14386.png
16059,images6\13594.png,labels6\13594.png
1365,images1\01366.png,labels1\01366.png
9964,images3\07499.png,labels3\07499.png
24160,images9\21695.png,labels9\21695.png
21193,images8\18728.png,labels8\18728.png
370,images1\00371.png,labels1\00371.png
14984,images6\12519.png,labels6\12519.png
10457,images4\07992.png,labels4\07992.png
144,images1\00145.png,labels1\00145.png
3842,images10\23843.png,labels10\23843.png
6352,images2\03887.png,labels2\03887.png
21811,images8\19346.png,labels8\19346.png
19341,images7\16876.png,labels7\16876.png
3921,images10\23922.png,labels10\23922.png
5124,images2\02659.png,labels2\02659.png
10994,images4\08529.png,labels4\08529.png
7996,images3\05531.png,labels3\05531.png
20963,images8\18498.png,labels8\18498.png
12999,images5\10534.png,labels5\10534.png
19474,images7\17009.png,labels7\17009.png
94,images1\00095.png,labels1\00095.png
542,images1\00543.png,labels1\00543.png
11396,images4\08931.png,labels4\08931.png
11658,images4\09193.png,labels4\09193.png
8634,images3\06169.png,labels3\06169.png
7237,images2\04772.png,labels2\04772.png
18457,images7\15992.png,labels7\15992.png
8795,images3\06330.png,labels3\06330.png
24202,images9\21737.png,labels9\21737.png
6993,images2\04528.png,labels2\04528.png
13568,images5\11103.png,labels5\11103.png
10032,images4\07567.png,labels4\07567.png
24955,images9\22490.png,labels9\22490.png
12245,images4\09780.png,labels4\09780.png
17874,images7\15409.png,labels7\15409.png
8039,images3\05574.png,labels3\05574.png
24163,images9\21698.png,labels9\21698.png
20979,images8\18514.png,labels8\18514.png
16201,images6\13736.png,labels6\13736.png
10416,images4\07951.png,labels4\07951.png
4890,images10\24891.png,labels10\24891.png
11494,images4\09029.png,labels4\09029.png
17364,images6\14899.png,labels6\14899.png
11505,images4\09040.png,labels4\09040.png
5263,images2\02798.png,labels2\02798.png
7749,images3\05284.png,labels3\05284.png
18348,images7\15883.png,labels7\15883.png
17514,images7\15049.png,labels7\15049.png
52,images1\00053.png,labels1\00053.png
23781,images9\21316.png,labels9\21316.png
17190,images6\14725.png,labels6\14725.png
1570,images1\01571.png,labels1\01571.png
5621,images2\03156.png,labels2\03156.png
14832,images5\12367.png,labels5\12367.png
9127,images3\06662.png,labels3\06662.png
15532,images6\13067.png,labels6\13067.png
10878,images4\08413.png,labels4\08413.png
458,images1\00459.png,labels1\00459.png
11060,images4\08595.png,labels4\08595.png
2378,images1\02379.png,labels1\02379.png
3399,images10\23400.png,labels10\23400.png
7693,images3\05228.png,labels3\05228.png
12225,images4\09760.png,labels4\09760.png
15223,images6\12758.png,labels6\12758.png
12751,images5\10286.png,labels5\10286.png
18545,images7\16080.png,labels7\16080.png
21205,images8\18740.png,labels8\18740.png
18856,images7\16391.png,labels7\16391.png
2103,images1\02104.png,labels1\02104.png
20097,images8\17632.png,labels8\17632.png
9403,images3\06938.png,labels3\06938.png
19208,images7\16743.png,labels7\16743.png
20256,images8\17791.png,labels8\17791.png
15628,images6\13163.png,labels6\13163.png
9943,images3\07478.png,labels3\07478.png
11593,images4\09128.png,labels4\09128.png
8467,images3\06002.png,labels3\06002.png
6273,images2\03808.png,labels2\03808.png
14951,images5\12486.png,labels5\12486.png
10627,images4\08162.png,labels4\08162.png
6552,images2\04087.png,labels2\04087.png
22730,images9\20265.png,labels9\20265.png
16660,images6\14195.png,labels6\14195.png
18087,images7\15622.png,labels7\15622.png
19037,images7\16572.png,labels7\16572.png
21836,images8\19371.png,labels8\19371.png
10996,images4\08531.png,labels4\08531.png
13159,images5\10694.png,labels5\10694.png
18501,images7\16036.png,labels7\16036.png
4584,images10\24585.png,labels10\24585.png
23217,images9\20752.png,labels9\20752.png
20526,images8\18061.png,labels8\18061.png
3310,images10\23311.png,labels10\23311.png
10041,images4\07576.png,labels4\07576.png
22976,images9\20511.png,labels9\20511.png
22527,images9\20062.png,labels9\20062.png
531,images1\00532.png,labels1\00532.png
24821,images9\22356.png,labels9\22356.png
9506,images3\07041.png,labels3\07041.png
21272,images8\18807.png,labels8\18807.png
153,images1\00154.png,labels1\00154.png
1745,images1\01746.png,labels1\01746.png
24406,images9\21941.png,labels9\21941.png
1988,images1\01989.png,labels1\01989.png
13554,images5\11089.png,labels5\11089.png
13335,images5\10870.png,labels5\10870.png
1507,images1\01508.png,labels1\01508.png
6577,images2\04112.png,labels2\04112.png
7338,images2\04873.png,labels2\04873.png
11540,images4\09075.png,labels4\09075.png
888,images1\00889.png,labels1\00889.png
21452,images8\18987.png,labels8\18987.png
4778,images10\24779.png,labels10\24779.png
1314,images1\01315.png,labels1\01315.png
9700,images3\07235.png,labels3\07235.png
5815,images2\03350.png,labels2\03350.png
7369,images2\04904.png,labels2\04904.png
12192,images4\09727.png,labels4\09727.png
17989,images7\15524.png,labels7\15524.png
19120,images7\16655.png,labels7\16655.png
21408,images8\18943.png,labels8\18943.png
1347,images1\01348.png,labels1\01348.png
11807,images4\09342.png,labels4\09342.png
24840,images9\22375.png,labels9\22375.png
11338,images4\08873.png,labels4\08873.png
22693,images9\20228.png,labels9\20228.png
7858,images3\05393.png,labels3\05393.png
10180,images4\07715.png,labels4\07715.png
9728,images3\07263.png,labels3\07263.png
8825,images3\06360.png,labels3\06360.png
23463,images9\20998.png,labels9\20998.png
9076,images3\06611.png,labels3\06611.png
1912,images1\01913.png,labels1\01913.png
23000,images9\20535.png,labels9\20535.png
9316,images3\06851.png,labels3\06851.png
7522,images3\05057.png,labels3\05057.png
11463,images4\08998.png,labels4\08998.png
11297,images4\08832.png,labels4\08832.png
5357,images2\02892.png,labels2\02892.png
18331,images7\15866.png,labels7\15866.png
15155,images6\12690.png,labels6\12690.png
1939,images1\01940.png,labels1\01940.png
2196,images1\02197.png,labels1\02197.png
10677,images4\08212.png,labels4\08212.png
9540,images3\07075.png,labels3\07075.png
16099,images6\13634.png,labels6\13634.png
3564,images10\23565.png,labels10\23565.png
18544,images7\16079.png,labels7\16079.png
940,images1\00941.png,labels1\00941.png
16709,images6\14244.png,labels6\14244.png
6864,images2\04399.png,labels2\04399.png
1612,images1\01613.png,labels1\01613.png
15706,images6\13241.png,labels6\13241.png
7527,images3\05062.png,labels3\05062.png
7645,images3\05180.png,labels3\05180.png
23083,images9\20618.png,labels9\20618.png
5292,images2\02827.png,labels2\02827.png
5619,images2\03154.png,labels2\03154.png
13525,images5\11060.png,labels5\11060.png
23047,images9\20582.png,labels9\20582.png
17134,images6\14669.png,labels6\14669.png
22893,images9\20428.png,labels9\20428.png
20384,images8\17919.png,labels8\17919.png
20744,images8\18279.png,labels8\18279.png
1422,images1\01423.png,labels1\01423.png
6984,images2\04519.png,labels2\04519.png
11666,images4\09201.png,labels4\09201.png
18981,images7\16516.png,labels7\16516.png
12894,images5\10429.png,labels5\10429.png
17783,images7\15318.png,labels7\15318.png
10905,images4\08440.png,labels4\08440.png
1728,images1\01729.png,labels1\01729.png
18496,images7\16031.png,labels7\16031.png
14545,images5\12080.png,labels5\12080.png
1190,images1\01191.png,labels1\01191.png
19155,images7\16690.png,labels7\16690.png
12792,images5\10327.png,labels5\10327.png
14620,images5\12155.png,labels5\12155.png
4906,images10\24907.png,labels10\24907.png
17122,images6\14657.png,labels6\14657.png
5342,images2\02877.png,labels2\02877.png
23413,images9\20948.png,labels9\20948.png
12726,images5\10261.png,labels5\10261.png
18121,images7\15656.png,labels7\15656.png
21249,images8\18784.png,labels8\18784.png
24510,images9\22045.png,labels9\22045.png
16320,images6\13855.png,labels6\13855.png
9402,images3\06937.png,labels3\06937.png
4248,images10\24249.png,labels10\24249.png
17052,images6\14587.png,labels6\14587.png
14625,images5\12160.png,labels5\12160.png
4057,images10\24058.png,labels10\24058.png
22916,images9\20451.png,labels9\20451.png
2776,images10\22777.png,labels10\22777.png
18023,images7\15558.png,labels7\15558.png
3885,images10\23886.png,labels10\23886.png
9298,images3\06833.png,labels3\06833.png
22577,images9\20112.png,labels9\20112.png
13564,images5\11099.png,labels5\11099.png
10436,images4\07971.png,labels4\07971.png
6513,images2\04048.png,labels2\04048.png
5582,images2\03117.png,labels2\03117.png
19750,images7\17285.png,labels7\17285.png
22421,images8\19956.png,labels8\19956.png
20933,images8\18468.png,labels8\18468.png
8948,images3\06483.png,labels3\06483.png
6715,images2\04250.png,labels2\04250.png
22583,images9\20118.png,labels9\20118.png
10711,images4\08246.png,labels4\08246.png
17570,images7\15105.png,labels7\15105.png
1719,images1\01720.png,labels1\01720.png
4449,images10\24450.png,labels10\24450.png
18810,images7\16345.png,labels7\16345.png
23549,images9\21084.png,labels9\21084.png
8228,images3\05763.png,labels3\05763.png
18290,images7\15825.png,labels7\15825.png
19665,images7\17200.png,labels7\17200.png
18019,images7\15554.png,labels7\15554.png
11138,images4\08673.png,labels4\08673.png
23186,images9\20721.png,labels9\20721.png
11939,images4\09474.png,labels4\09474.png
14208,images5\11743.png,labels5\11743.png
12540,images5\10075.png,labels5\10075.png
11252,images4\08787.png,labels4\08787.png
9766,images3\07301.png,labels3\07301.png
8782,images3\06317.png,labels3\06317.png
11895,images4\09430.png,labels4\09430.png
21322,images8\18857.png,labels8\18857.png
5663,images2\03198.png,labels2\03198.png
154,images1\00155.png,labels1\00155.png
1337,images1\01338.png,labels1\01338.png
15889,images6\13424.png,labels6\13424.png
22894,images9\20429.png,labels9\20429.png
11929,images4\09464.png,labels4\09464.png
5470,images2\03005.png,labels2\03005.png
517,images1\00518.png,labels1\00518.png
8038,images3\05573.png,labels3\05573.png
23227,images9\20762.png,labels9\20762.png
6271,images2\03806.png,labels2\03806.png
5318,images2\02853.png,labels2\02853.png
21879,images8\19414.png,labels8\19414.png
7735,images3\05270.png,labels3\05270.png
18175,images7\15710.png,labels7\15710.png
23104,images9\20639.png,labels9\20639.png
17693,images7\15228.png,labels7\15228.png
12077,images4\09612.png,labels4\09612.png
3648,images10\23649.png,labels10\23649.png
6194,images2\03729.png,labels2\03729.png
20247,images8\17782.png,labels8\17782.png
210,images1\00211.png,labels1\00211.png
11531,images4\09066.png,labels4\09066.png
5787,images2\03322.png,labels2\03322.png
10276,images4\07811.png,labels4\07811.png
2790,images10\22791.png,labels10\22791.png
14237,images5\11772.png,labels5\11772.png
18050,images7\15585.png,labels7\15585.png
3700,images10\23701.png,labels10\23701.png
5503,images2\03038.png,labels2\03038.png
12930,images5\10465.png,labels5\10465.png
18950,images7\16485.png,labels7\16485.png
12143,images4\09678.png,labels4\09678.png
24068,images9\21603.png,labels9\21603.png
2786,images10\22787.png,labels10\22787.png
19373,images7\16908.png,labels7\16908.png
155,images1\00156.png,labels1\00156.png
13038,images5\10573.png,labels5\10573.png
12724,images5\10259.png,labels5\10259.png
15067,images6\12602.png,labels6\12602.png
6972,images2\04507.png,labels2\04507.png
21757,images8\19292.png,labels8\19292.png
15251,images6\12786.png,labels6\12786.png
8058,images3\05593.png,labels3\05593.png
17225,images6\14760.png,labels6\14760.png
11438,images4\08973.png,labels4\08973.png
20924,images8\18459.png,labels8\18459.png
3961,images10\23962.png,labels10\23962.png
22810,images9\20345.png,labels9\20345.png
4465,images10\24466.png,labels10\24466.png
15390,images6\12925.png,labels6\12925.png
16553,images6\14088.png,labels6\14088.png
497,images1\00498.png,labels1\00498.png
10140,images4\07675.png,labels4\07675.png
4366,images10\24367.png,labels10\24367.png
7726,images3\05261.png,labels3\05261.png
9074,images3\06609.png,labels3\06609.png
14927,images5\12462.png,labels5\12462.png
19082,images7\16617.png,labels7\16617.png
2347,images1\02348.png,labels1\02348.png
21256,images8\18791.png,labels8\18791.png
5094,images2\02629.png,labels2\02629.png
18721,images7\16256.png,labels7\16256.png
958,images1\00959.png,labels1\00959.png
18415,images7\15950.png,labels7\15950.png
24570,images9\22105.png,labels9\22105.png
19124,images7\16659.png,labels7\16659.png
1984,images1\01985.png,labels1\01985.png
5821,images2\03356.png,labels2\03356.png
10398,images4\07933.png,labels4\07933.png
21330,images8\18865.png,labels8\18865.png
23320,images9\20855.png,labels9\20855.png
3751,images10\23752.png,labels10\23752.png
11332,images4\08867.png,labels4\08867.png
7769,images3\05304.png,labels3\05304.png
23587,images9\21122.png,labels9\21122.png
2614,images10\22615.png,labels10\22615.png
5226,images2\02761.png,labels2\02761.png
8549,images3\06084.png,labels3\06084.png
11625,images4\09160.png,labels4\09160.png
3769,images10\23770.png,labels10\23770.png
1542,images1\01543.png,labels1\01543.png
9063,images3\06598.png,labels3\06598.png
22946,images9\20481.png,labels9\20481.png
10660,images4\08195.png,labels4\08195.png
13262,images5\10797.png,labels5\10797.png
6610,images2\04145.png,labels2\04145.png
5007,images2\02542.png,labels2\02542.png
9707,images3\07242.png,labels3\07242.png
4618,images10\24619.png,labels10\24619.png
18623,images7\16158.png,labels7\16158.png
